intStCode,strStName,intClassCode,strClassName,strFormCode,strFormName,strMacroCode,strMacroName,intEcoSysCode,strEcoSysName,intAcres,intSqMiles
4,Arizona,3,Desert & Semi-Desert,3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,M117,"North American Warm Semi-Desert Cliff, Scree & Rock Vegetation",3605,North American Warm Desert Pavement,12474.57155150544,19.491518049367482
35,New Mexico,3,Desert & Semi-Desert,3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,M117,"North American Warm Semi-Desert Cliff, Scree & Rock Vegetation",3605,North American Warm Desert Pavement,52539.00257560344,82.09219152497099
48,Texas,3,Desert & Semi-Desert,3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,M117,"North American Warm Semi-Desert Cliff, Scree & Rock Vegetation",3605,North American Warm Desert Pavement,27590.52665712252,43.110197902064094
49,Utah,3,Desert & Semi-Desert,3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,M117,"North American Warm Semi-Desert Cliff, Scree & Rock Vegetation",3607,North American Warm Desert Volcanic Rockland,1893.02490633984,2.95785141617728
6,California,3,Desert & Semi-Desert,3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,M117,"North American Warm Semi-Desert Cliff, Scree & Rock Vegetation",3607,North American Warm Desert Volcanic Rockland,922482.4679543508,1441.378856189043
32,Nevada,3,Desert & Semi-Desert,3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,M117,"North American Warm Semi-Desert Cliff, Scree & Rock Vegetation",3607,North American Warm Desert Volcanic Rockland,20701.6239904422,32.346287485298646
4,Arizona,3,Desert & Semi-Desert,3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,M117,"North American Warm Semi-Desert Cliff, Scree & Rock Vegetation",3607,North American Warm Desert Volcanic Rockland,51519.32221898124,80.49894096773733
35,New Mexico,3,Desert & Semi-Desert,3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,M117,"North American Warm Semi-Desert Cliff, Scree & Rock Vegetation",3607,North American Warm Desert Volcanic Rockland,176856.38562242352,276.33810253702484
48,Texas,3,Desert & Semi-Desert,3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,M130,Tamaulipan Scrub & Grassland,7509,South Texas Lomas,41874.502653879485,65.4289103971574
48,Texas,3,Desert & Semi-Desert,3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,M130,Tamaulipan Scrub & Grassland,5217,Tamaulipan Calcareous Thornscrub,1238004.4847300707,1934.382007404652
48,Texas,3,Desert & Semi-Desert,3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,M130,Tamaulipan Scrub & Grassland,7323,Tamaulipan Clay Grassland,10658.272866111,16.65355135341825
48,Texas,3,Desert & Semi-Desert,3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,M130,Tamaulipan Scrub & Grassland,5216,Tamaulipan Mesquite Upland Scrub,7163593.6574070165,11193.115089778992
48,Texas,3,Desert & Semi-Desert,3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,M130,Tamaulipan Scrub & Grassland,5215,Tamaulipan Mixed Deciduous Thornscrub,425760.0270816376,665.2500423198447
48,Texas,3,Desert & Semi-Desert,3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,M130,Tamaulipan Scrub & Grassland,7322,Tamaulipan Savanna Grassland,1327888.2517908118,2074.8253934380705
35,New Mexico,3,Desert & Semi-Desert,3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,M512,North American Warm Desert Ruderal Scrub & Grassland,5211,Apacherian-Chihuahuan Mesquite Upland Scrub,4318260.688280338,6747.282325486573
4,Arizona,3,Desert & Semi-Desert,3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,M512,North American Warm Desert Ruderal Scrub & Grassland,5211,Apacherian-Chihuahuan Mesquite Upland Scrub,4019793.0200646124,6280.926593896145
6,California,3,Desert & Semi-Desert,3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,M512,North American Warm Desert Ruderal Scrub & Grassland,5211,Apacherian-Chihuahuan Mesquite Upland Scrub,34.24880587128,0.05351375917426
48,Texas,3,Desert & Semi-Desert,3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,M512,North American Warm Desert Ruderal Scrub & Grassland,5211,Apacherian-Chihuahuan Mesquite Upland Scrub,8754045.041933758,13678.195378119904
53,Washington,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5703,Inter-Mountain Basins Mat Saltbush Shrubland,63.82732003284001,0.09973018755203
6,California,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5703,Inter-Mountain Basins Mat Saltbush Shrubland,448475.4363783425,700.7428693462014
46,South Dakota,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5703,Inter-Mountain Basins Mat Saltbush Shrubland,63.604925189519996,0.09938269560934
31,Nebraska,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5703,Inter-Mountain Basins Mat Saltbush Shrubland,3.3359226498,0.00521237914035
56,Wyoming,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5703,Inter-Mountain Basins Mat Saltbush Shrubland,2018667.9850476903,3154.1687266597087
32,Nevada,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5703,Inter-Mountain Basins Mat Saltbush Shrubland,12085278.274067512,18883.247303366345
8,Colorado,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5703,Inter-Mountain Basins Mat Saltbush Shrubland,657766.5531350846,1027.7602392809638
41,Oregon,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5703,Inter-Mountain Basins Mat Saltbush Shrubland,17.56919262228,0.02745186347251
16,Idaho,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5703,Inter-Mountain Basins Mat Saltbush Shrubland,5948.17247943672,9.29401949918674
49,Utah,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5703,Inter-Mountain Basins Mat Saltbush Shrubland,3976667.991206745,6213.5437363052415
30,Montana,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5703,Inter-Mountain Basins Mat Saltbush Shrubland,71599.13022750072,111.87364098127472
4,Arizona,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5703,Inter-Mountain Basins Mat Saltbush Shrubland,1284210.7941421373,2006.579365861525
35,New Mexico,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5703,Inter-Mountain Basins Mat Saltbush Shrubland,678757.0680269995,1060.5579187998167
56,Wyoming,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5205,Inter-Mountain Basins Mixed Salt Desert Scrub,2110968.7392656333,3298.3886551262817
53,Washington,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5205,Inter-Mountain Basins Mixed Salt Desert Scrub,35210.663568639,55.01666182639426
31,Nebraska,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5205,Inter-Mountain Basins Mixed Salt Desert Scrub,726.56395312644,1.13525617676823
20,Kansas,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5205,Inter-Mountain Basins Mixed Salt Desert Scrub,6.22705561296,0.00972977439532
49,Utah,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5205,Inter-Mountain Basins Mixed Salt Desert Scrub,316937.7823482952,495.21528492277395
40,Oklahoma,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5205,Inter-Mountain Basins Mixed Salt Desert Scrub,8.673398889480001,0.01355218576491
8,Colorado,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5205,Inter-Mountain Basins Mixed Salt Desert Scrub,177203.32157800274,276.8801899676212
16,Idaho,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5205,Inter-Mountain Basins Mixed Salt Desert Scrub,304495.0132593845,475.7734582212112
30,Montana,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5205,Inter-Mountain Basins Mixed Salt Desert Scrub,825.30726356052,1.2895425993225902
6,California,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5205,Inter-Mountain Basins Mixed Salt Desert Scrub,101694.93479462304,158.89833561774168
32,Nevada,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5205,Inter-Mountain Basins Mixed Salt Desert Scrub,278371.62538364396,434.95566466507296
4,Arizona,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5205,Inter-Mountain Basins Mixed Salt Desert Scrub,432060.0282032065,675.0937940723671
41,Oregon,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5205,Inter-Mountain Basins Mixed Salt Desert Scrub,74085.94936550496,115.75929588443432
35,New Mexico,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5205,Inter-Mountain Basins Mixed Salt Desert Scrub,251858.15695272022,393.5283702414565
48,Texas,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5205,Inter-Mountain Basins Mixed Salt Desert Scrub,9.78537310608,0.01528964547836
6,California,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5208,Sonora-Mojave Mixed Salt Desert Scrub,1146716.516628607,1791.744557245089
49,Utah,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5208,Sonora-Mojave Mixed Salt Desert Scrub,2339.81614656972,3.65596272904149
4,Arizona,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5208,Sonora-Mojave Mixed Salt Desert Scrub,216916.3687496551,338.9318261737745
32,Nevada,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5208,Sonora-Mojave Mixed Salt Desert Scrub,335472.8357751139,524.1763059023865
48,Texas,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,5208,Sonora-Mojave Mixed Salt Desert Scrub,1591.0127091112802,2.48595735800426
35,New Mexico,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M095,Great Basin-Intermountain Xeric-Riparian Scrub,3403,Inter-Mountain Basins Wash,629.5998014389199,0.98374968975539
32,Nevada,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M095,Great Basin-Intermountain Xeric-Riparian Scrub,3403,Inter-Mountain Basins Wash,4918.2619600217995,7.68478431258935
8,Colorado,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M095,Great Basin-Intermountain Xeric-Riparian Scrub,3403,Inter-Mountain Basins Wash,4284.4366565598,6.694432275922849
4,Arizona,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M095,Great Basin-Intermountain Xeric-Riparian Scrub,3403,Inter-Mountain Basins Wash,990.54663214728,1.54772911274126
6,California,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M095,Great Basin-Intermountain Xeric-Riparian Scrub,3403,Inter-Mountain Basins Wash,428.33246823432,0.66926948162094
41,Oregon,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M095,Great Basin-Intermountain Xeric-Riparian Scrub,3403,Inter-Mountain Basins Wash,2246.41031237532,3.5100161131116896
49,Utah,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M095,Great Basin-Intermountain Xeric-Riparian Scrub,3403,Inter-Mountain Basins Wash,178.13826949932,0.27834104609469
49,Utah,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3218,Colorado Plateau Mixed Bedrock Canyon and Tableland,3865361.373678675,6039.627146416381
56,Wyoming,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3218,Colorado Plateau Mixed Bedrock Canyon and Tableland,1925.27215862124,3.00823774786733
32,Nevada,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3218,Colorado Plateau Mixed Bedrock Canyon and Tableland,509.95137573275986,0.7967990245881701
4,Arizona,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3218,Colorado Plateau Mixed Bedrock Canyon and Tableland,1869793.5410066328,2921.552407843881
35,New Mexico,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3218,Colorado Plateau Mixed Bedrock Canyon and Tableland,600522.5652542033,938.3165082164431
8,Colorado,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3218,Colorado Plateau Mixed Bedrock Canyon and Tableland,180438.05457409206,281.93446027404724
41,Oregon,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3306,Columbia Plateau Ash and Tuff Badland,220617.9085218732,344.71548206790686
53,Washington,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3306,Columbia Plateau Ash and Tuff Badland,68.72000658588,0.10737501029121
6,California,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3306,Columbia Plateau Ash and Tuff Badland,1087.5107838348,1.6992355997541002
16,Idaho,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3306,Columbia Plateau Ash and Tuff Badland,56677.54821494533,88.55866908648918
32,Nevada,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3306,Columbia Plateau Ash and Tuff Badland,2556.6511188067198,3.99476737316424
56,Wyoming,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3601,Geysers and Hot Springs,3690.6424248954,5.76662878894055
30,Montana,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3601,Geysers and Hot Springs,2.6687381198400004,0.00416990331228
53,Washington,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3216,Inter-Mountain Basins Cliff and Canyon,17843.62785893688,27.880668529789467
56,Wyoming,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3216,Inter-Mountain Basins Cliff and Canyon,297119.0658858333,464.24854044995453
30,Montana,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3216,Inter-Mountain Basins Cliff and Canyon,17599.43832097152,27.499122376715842
32,Nevada,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3216,Inter-Mountain Basins Cliff and Canyon,612124.459440521,956.4444678826953
6,California,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3216,Inter-Mountain Basins Cliff and Canyon,9866.76961873512,15.41682752938454
16,Idaho,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3216,Inter-Mountain Basins Cliff and Canyon,43566.48262185804,68.07262909714292
49,Utah,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3216,Inter-Mountain Basins Cliff and Canyon,98698.38667572936,154.21622918193663
8,Colorado,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3216,Inter-Mountain Basins Cliff and Canyon,7410.1961794224,11.578431530430803
41,Oregon,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3216,Inter-Mountain Basins Cliff and Canyon,52447.153505312286,81.94867735264002
49,Utah,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3304,Inter-Mountain Basins Shale Badland,509156.314167891,795.5567408930531
8,Colorado,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3304,Inter-Mountain Basins Shale Badland,79163.00124365724,123.69218944410432
6,California,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3304,Inter-Mountain Basins Shale Badland,137816.30524665743,215.33797694945147
4,Arizona,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3304,Inter-Mountain Basins Shale Badland,190996.02736586574,298.43129276131236
35,New Mexico,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3304,Inter-Mountain Basins Shale Badland,121614.84091079545,190.02318892448497
16,Idaho,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3304,Inter-Mountain Basins Shale Badland,575.78024935548,0.89965663962441
56,Wyoming,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3304,Inter-Mountain Basins Shale Badland,447378.36261624476,699.0286915929116
30,Montana,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3304,Inter-Mountain Basins Shale Badland,20008.19686897044,31.262807607991228
6,California,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3603,Inter-Mountain Basins Volcanic Rock and Cinder Land,47953.888090875,74.92795014253126
16,Idaho,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3603,Inter-Mountain Basins Volcanic Rock and Cinder Land,636776.0382431698,994.9625597621108
41,Oregon,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3603,Inter-Mountain Basins Volcanic Rock and Cinder Land,114768.41565918925,179.32564946877332
32,Nevada,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3603,Inter-Mountain Basins Volcanic Rock and Cinder Land,1289.4453015693598,2.01475828371662
49,Utah,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3603,Inter-Mountain Basins Volcanic Rock and Cinder Land,52898.392642408566,82.65373850435802
4,Arizona,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3603,Inter-Mountain Basins Volcanic Rock and Cinder Land,128898.9392140554,201.40459252341054
35,New Mexico,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",3603,Inter-Mountain Basins Volcanic Rock and Cinder Land,60651.5216702304,94.7680026104168
53,Washington,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,5305,Columbia Plateau Steppe and Grassland,427701.5340638212,668.2836469795285
16,Idaho,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,5305,Columbia Plateau Steppe and Grassland,596029.299839766,931.2957810063344
32,Nevada,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,5305,Columbia Plateau Steppe and Grassland,41672.79053098824,65.11373520513757
6,California,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,5305,Columbia Plateau Steppe and Grassland,684145.4726857998,1068.9773010792528
41,Oregon,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,5305,Columbia Plateau Steppe and Grassland,1096920.3096556691,1713.937983849314
49,Utah,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,5705,Great Basin Xeric Mixed Sagebrush Shrubland,895185.7248852537,1398.7276951432725
32,Nevada,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,5705,Great Basin Xeric Mixed Sagebrush Shrubland,7592128.282553916,11862.700441575835
16,Idaho,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,5705,Great Basin Xeric Mixed Sagebrush Shrubland,61473.49301114112,96.05233283059904
6,California,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,5705,Great Basin Xeric Mixed Sagebrush Shrubland,235311.7582148689,367.67462221337786
41,Oregon,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,5705,Great Basin Xeric Mixed Sagebrush Shrubland,41206.873334232834,64.38573958520203
38,North Dakota,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,5706,Inter-Mountain Basins Big Sagebrush Shrubland,4437.8890984506,6.93420171637895
4,Arizona,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,5706,Inter-Mountain Basins Big Sagebrush Shrubland,1261476.7036785935,1971.0573495119827
41,Oregon,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,5706,Inter-Mountain Basins Big Sagebrush Shrubland,3606004.0626092036,5634.381347867418
53,Washington,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,5706,Inter-Mountain Basins Big Sagebrush Shrubland,1588448.7189626438,2481.951123396987
48,Texas,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,5706,Inter-Mountain Basins Big Sagebrush Shrubland,2.89113296316,0.00451739525497
16,Idaho,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,5706,Inter-Mountain Basins Big Sagebrush Shrubland,3817898.7557966937,5965.466805975251
49,Utah,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,5706,Inter-Mountain Basins Big Sagebrush Shrubland,4632432.101172577,7238.175158134226
8,Colorado,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,5706,Inter-Mountain Basins Big Sagebrush Shrubland,2707193.3017778345,4229.989534058298
6,California,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,5706,Inter-Mountain Basins Big Sagebrush Shrubland,2032895.695149088,3176.399523693302
32,Nevada,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,5706,Inter-Mountain Basins Big Sagebrush Shrubland,15741902.071754467,24596.72198729332
46,South Dakota,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,5706,Inter-Mountain Basins Big Sagebrush Shrubland,26204.7843883956,40.944975607162704
56,Wyoming,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,5706,Inter-Mountain Basins Big Sagebrush Shrubland,5269285.755216065,8233.258992584335
31,Nebraska,3,Desert & Semi-Desert,3.B.1,Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,5706,Inter-Mountain Basins Big Sagebrush Shrubland,6733.67106604296,10.52136104076782
