Year,Month,Region,Average Temperature
2018,08,South Climate Region,80.9
2018,09,South Climate Region,75.6
2000,01,Southwest Climate Region,37.0
2000,02,Southwest Climate Region,41.2
2000,03,Southwest Climate Region,43.4
2000,04,Southwest Climate Region,54.1
2000,05,Southwest Climate Region,63.6
2000,06,Southwest Climate Region,70.1
2000,07,Southwest Climate Region,75.2
2000,08,Southwest Climate Region,73.8
2000,09,Southwest Climate Region,66.6
2000,10,Southwest Climate Region,53.1
2000,11,Southwest Climate Region,35.0
2000,12,Southwest Climate Region,34.5
2001,01,Southwest Climate Region,31.3
2001,02,Southwest Climate Region,36.4
2001,03,Southwest Climate Region,43.8
2001,04,Southwest Climate Region,51.6
2001,05,Southwest Climate Region,62.2
2001,06,Southwest Climate Region,70.4
2001,07,Southwest Climate Region,74.8
2001,08,Southwest Climate Region,72.6
2001,09,Southwest Climate Region,67.2
2001,10,Southwest Climate Region,55.8
2001,11,Southwest Climate Region,44.5
2001,12,Southwest Climate Region,32.2
2002,01,Southwest Climate Region,33.2
2002,02,Southwest Climate Region,35.5
2002,03,Southwest Climate Region,40.9
2002,04,Southwest Climate Region,54.7
2002,05,Southwest Climate Region,60.3
2002,06,Southwest Climate Region,72.5
2002,07,Southwest Climate Region,75.9
2002,08,Southwest Climate Region,72.9
2002,09,Southwest Climate Region,65.0
2002,10,Southwest Climate Region,51.3
2002,11,Southwest Climate Region,41.4
2002,12,Southwest Climate Region,33.6
2003,01,Southwest Climate Region,39.4
2003,02,Southwest Climate Region,36.0
2003,03,Southwest Climate Region,43.6
2003,04,Southwest Climate Region,50.4
2003,05,Southwest Climate Region,61.1
2003,06,Southwest Climate Region,68.2
2003,07,Southwest Climate Region,77.7
2003,08,Southwest Climate Region,73.9
2003,09,Southwest Climate Region,65.3
2003,10,Southwest Climate Region,58.6
2003,11,Southwest Climate Region,40.8
2003,12,Southwest Climate Region,35.2
2004,01,Southwest Climate Region,33.3
2004,02,Southwest Climate Region,33.4
2004,03,Southwest Climate Region,49.2
2004,04,Southwest Climate Region,50.8
2004,05,Southwest Climate Region,61.3
2004,06,Southwest Climate Region,68.5
2004,07,Southwest Climate Region,72.8
2004,08,Southwest Climate Region,70.0
2004,09,Southwest Climate Region,63.8
2004,10,Southwest Climate Region,52.9
2004,11,Southwest Climate Region,40.0
2004,12,Southwest Climate Region,34.7
2005,01,Southwest Climate Region,37.5
2005,02,Southwest Climate Region,38.3
2005,03,Southwest Climate Region,42.2
2005,04,Southwest Climate Region,50.0
2005,05,Southwest Climate Region,60.1
2005,06,Southwest Climate Region,67.3
2005,07,Southwest Climate Region,75.8
2005,08,Southwest Climate Region,70.8
2005,09,Southwest Climate Region,65.9
2005,10,Southwest Climate Region,54.6
2005,11,Southwest Climate Region,44.2
2005,12,Southwest Climate Region,34.6
2006,01,Southwest Climate Region,36.1
2006,02,Southwest Climate Region,37.5
2006,03,Southwest Climate Region,41.8
2006,04,Southwest Climate Region,53.2
2006,05,Southwest Climate Region,62.8
2006,06,Southwest Climate Region,72.2
2006,07,Southwest Climate Region,75.5
2006,08,Southwest Climate Region,71.1
2006,09,Southwest Climate Region,60.9
2006,10,Southwest Climate Region,52.0
2006,11,Southwest Climate Region,43.8
2006,12,Southwest Climate Region,33.3
2007,01,Southwest Climate Region,28.6
2007,02,Southwest Climate Region,37.4
2007,03,Southwest Climate Region,46.8
2007,04,Southwest Climate Region,51.0
2007,05,Southwest Climate Region,60.2
2007,06,Southwest Climate Region,69.8
2007,07,Southwest Climate Region,75.3
2007,08,Southwest Climate Region,74.2
2007,09,Southwest Climate Region,66.0
2007,10,Southwest Climate Region,54.6
2007,11,Southwest Climate Region,45.5
2007,12,Southwest Climate Region,31.2
2008,01,Southwest Climate Region,29.7
2008,02,Southwest Climate Region,36.3
2008,03,Southwest Climate Region,42.6
2008,04,Southwest Climate Region,49.0
2008,05,Southwest Climate Region,57.4
2008,06,Southwest Climate Region,69.5
2008,07,Southwest Climate Region,74.0
2008,08,Southwest Climate Region,72.1
2008,09,Southwest Climate Region,64.4
2008,10,Southwest Climate Region,54.4
2008,11,Southwest Climate Region,44.7
2008,12,Southwest Climate Region,33.6
2009,01,Southwest Climate Region,35.8
2009,02,Southwest Climate Region,39.0
2009,03,Southwest Climate Region,44.6
2009,04,Southwest Climate Region,49.5
2009,05,Southwest Climate Region,62.4
2009,06,Southwest Climate Region,66.4
2009,07,Southwest Climate Region,74.7
2009,08,Southwest Climate Region,71.9
2009,09,Southwest Climate Region,65.2
2009,10,Southwest Climate Region,50.2
2009,11,Southwest Climate Region,44.2
2009,12,Southwest Climate Region,28.9
2010,01,Southwest Climate Region,32.8
2010,02,Southwest Climate Region,34.0
2010,03,Southwest Climate Region,41.8
2010,04,Southwest Climate Region,49.8
2010,05,Southwest Climate Region,56.4
2010,06,Southwest Climate Region,70.0
2010,07,Southwest Climate Region,74.4
2010,08,Southwest Climate Region,72.1
2010,09,Southwest Climate Region,67.6
2010,10,Southwest Climate Region,55.4
2010,11,Southwest Climate Region,40.2
2010,12,Southwest Climate Region,38.3
2011,01,Southwest Climate Region,31.9
2011,02,Southwest Climate Region,32.9
2011,03,Southwest Climate Region,45.6
2011,04,Southwest Climate Region,51.0
2011,05,Southwest Climate Region,56.3
2011,06,Southwest Climate Region,69.4
2011,07,Southwest Climate Region,75.2
2011,08,Southwest Climate Region,75.3
2011,09,Southwest Climate Region,66.0
2011,10,Southwest Climate Region,54.3
2011,11,Southwest Climate Region,41.5
2011,12,Southwest Climate Region,31.1
2012,01,Southwest Climate Region,36.6
2012,02,Southwest Climate Region,36.2
2012,03,Southwest Climate Region,46.4
2012,04,Southwest Climate Region,54.2
2012,05,Southwest Climate Region,62.0
2012,06,Southwest Climate Region,72.8
2012,07,Southwest Climate Region,74.7
2012,08,Southwest Climate Region,74.0
2012,09,Southwest Climate Region,66.1
2012,10,Southwest Climate Region,54.8
2012,11,Southwest Climate Region,45.7
2012,12,Southwest Climate Region,33.6
2013,01,Southwest Climate Region,29.1
2013,02,Southwest Climate Region,33.5
2013,03,Southwest Climate Region,44.9
2013,04,Southwest Climate Region,49.8
2013,05,Southwest Climate Region,59.9
2013,06,Southwest Climate Region,72.5
2013,07,Southwest Climate Region,74.4
2013,08,Southwest Climate Region,72.4
2013,09,Southwest Climate Region,65.5
2013,10,Southwest Climate Region,51.0
2013,11,Southwest Climate Region,42.3
2013,12,Southwest Climate Region,31.5
2014,01,Southwest Climate Region,35.5
2014,02,Southwest Climate Region,39.4
2014,03,Southwest Climate Region,44.8
2014,04,Southwest Climate Region,50.8
2014,05,Southwest Climate Region,59.3
2014,06,Southwest Climate Region,70.1
2014,07,Southwest Climate Region,74.8
2014,08,Southwest Climate Region,70.1
2014,09,Southwest Climate Region,66.5
2014,10,Southwest Climate Region,56.7
2014,11,Southwest Climate Region,41.8
2014,12,Southwest Climate Region,35.9
2015,01,Southwest Climate Region,35.9
2015,02,Southwest Climate Region,41.5
2015,03,Southwest Climate Region,47.7
2015,04,Southwest Climate Region,51.2
2015,05,Southwest Climate Region,56.6
2015,06,Southwest Climate Region,71.5
2015,07,Southwest Climate Region,72.4
2015,08,Southwest Climate Region,73.3
2015,09,Southwest Climate Region,68.3
2015,10,Southwest Climate Region,57.3
2015,11,Southwest Climate Region,40.8
2015,12,Southwest Climate Region,33.0
2016,01,Southwest Climate Region,32.7
2016,02,Southwest Climate Region,40.3
2016,03,Southwest Climate Region,46.3
2016,04,Southwest Climate Region,51.0
2016,05,Southwest Climate Region,57.7
2016,06,Southwest Climate Region,72.9
2016,07,Southwest Climate Region,75.8
2016,08,Southwest Climate Region,70.8
2016,09,Southwest Climate Region,65.0
2016,10,Southwest Climate Region,58.2
2016,11,Southwest Climate Region,45.8
2016,12,Southwest Climate Region,34.5
2017,01,Southwest Climate Region,33.4
2017,02,Southwest Climate Region,42.0
2017,03,Southwest Climate Region,49.4
2017,04,Southwest Climate Region,51.5
2017,05,Southwest Climate Region,58.7
2017,06,Southwest Climate Region,72.0
2017,07,Southwest Climate Region,75.2
2017,08,Southwest Climate Region,71.6
2017,09,Southwest Climate Region,65.1
2017,10,Southwest Climate Region,54.7
2017,11,Southwest Climate Region,48.6
2017,12,Southwest Climate Region,37.3
2018,01,Southwest Climate Region,37.3
2018,02,Southwest Climate Region,37.9
2018,03,Southwest Climate Region,44.8
2018,04,Southwest Climate Region,53.4
2018,05,Southwest Climate Region,62.9
2018,06,Southwest Climate Region,72.6
2018,07,Southwest Climate Region,76.0
2018,08,Southwest Climate Region,73.2
2018,09,Southwest Climate Region,68.1
2000,01,Northwest Climate Region,29.6
2000,02,Northwest Climate Region,34.9
2000,03,Northwest Climate Region,37.4
2000,04,Northwest Climate Region,47.0
2000,05,Northwest Climate Region,50.8
2000,06,Northwest Climate Region,59.2
2000,07,Northwest Climate Region,65.0
2000,08,Northwest Climate Region,65.2
2000,09,Northwest Climate Region,55.9
2000,10,Northwest Climate Region,46.2
2000,11,Northwest Climate Region,30.7
2000,12,Northwest Climate Region,29.3
2001,01,Northwest Climate Region,28.9
2001,02,Northwest Climate Region,30.1
2001,03,Northwest Climate Region,39.4
2001,04,Northwest Climate Region,41.7
2001,05,Northwest Climate Region,53.7
2001,06,Northwest Climate Region,56.6
2001,07,Northwest Climate Region,64.5
2001,08,Northwest Climate Region,67.3
2001,09,Northwest Climate Region,60.0
2001,10,Northwest Climate Region,46.6
2001,11,Northwest Climate Region,38.6
2001,12,Northwest Climate Region,28.5
2002,01,Northwest Climate Region,29.2
2002,02,Northwest Climate Region,31.2
2002,03,Northwest Climate Region,34.3
2002,04,Northwest Climate Region,43.7
2002,05,Northwest Climate Region,49.6
2002,06,Northwest Climate Region,59.4
2002,07,Northwest Climate Region,68.0
2002,08,Northwest Climate Region,62.9
2002,09,Northwest Climate Region,57.5
2002,10,Northwest Climate Region,44.4
2002,11,Northwest Climate Region,37.6
2002,12,Northwest Climate Region,33.0
2003,01,Northwest Climate Region,35.6
2003,02,Northwest Climate Region,32.4
2003,03,Northwest Climate Region,39.6
2003,04,Northwest Climate Region,42.2
2003,05,Northwest Climate Region,50.8
2003,06,Northwest Climate Region,60.4
2003,07,Northwest Climate Region,69.5
2003,08,Northwest Climate Region,66.8
2003,09,Northwest Climate Region,59.3
2003,10,Northwest Climate Region,50.5
2003,11,Northwest Climate Region,32.2
2003,12,Northwest Climate Region,31.4
2004,01,Northwest Climate Region,28.3
2004,02,Northwest Climate Region,32.0
2004,03,Northwest Climate Region,42.2
2004,04,Northwest Climate Region,46.7
2004,05,Northwest Climate Region,50.7
2004,06,Northwest Climate Region,59.4
2004,07,Northwest Climate Region,67.1
2004,08,Northwest Climate Region,65.8
2004,09,Northwest Climate Region,55.4
2004,10,Northwest Climate Region,47.1
2004,11,Northwest Climate Region,36.4
2004,12,Northwest Climate Region,32.9
2005,01,Northwest Climate Region,30.7
2005,02,Northwest Climate Region,33.7
2005,03,Northwest Climate Region,40.3
2005,04,Northwest Climate Region,43.9
2005,05,Northwest Climate Region,52.0
2005,06,Northwest Climate Region,55.3
2005,07,Northwest Climate Region,66.5
2005,08,Northwest Climate Region,65.9
2005,09,Northwest Climate Region,55.4
2005,10,Northwest Climate Region,47.6
2005,11,Northwest Climate Region,35.2
2005,12,Northwest Climate Region,28.2
2006,01,Northwest Climate Region,32.9
2006,02,Northwest Climate Region,30.4
2006,03,Northwest Climate Region,35.6
2006,04,Northwest Climate Region,44.3
2006,05,Northwest Climate Region,52.7
2006,06,Northwest Climate Region,60.5
2006,07,Northwest Climate Region,69.1
2006,08,Northwest Climate Region,64.0
2006,09,Northwest Climate Region,57.7
2006,10,Northwest Climate Region,45.9
2006,11,Northwest Climate Region,35.9
2006,12,Northwest Climate Region,29.7
2007,01,Northwest Climate Region,26.6
2007,02,Northwest Climate Region,34.4
2007,03,Northwest Climate Region,41.4
2007,04,Northwest Climate Region,44.2
2007,05,Northwest Climate Region,52.7
2007,06,Northwest Climate Region,58.6
2007,07,Northwest Climate Region,70.0
2007,08,Northwest Climate Region,64.6
2007,09,Northwest Climate Region,56.0
2007,10,Northwest Climate Region,45.0
2007,11,Northwest Climate Region,36.5
2007,12,Northwest Climate Region,28.1
2008,01,Northwest Climate Region,25.3
2008,02,Northwest Climate Region,32.9
2008,03,Northwest Climate Region,34.6
2008,04,Northwest Climate Region,39.1
2008,05,Northwest Climate Region,51.1
2008,06,Northwest Climate Region,56.4
2008,07,Northwest Climate Region,65.9
2008,08,Northwest Climate Region,64.7
2008,09,Northwest Climate Region,57.7
2008,10,Northwest Climate Region,46.7
2008,11,Northwest Climate Region,40.0
2008,12,Northwest Climate Region,26.5
2009,01,Northwest Climate Region,30.0
2009,02,Northwest Climate Region,32.0
2009,03,Northwest Climate Region,34.4
2009,04,Northwest Climate Region,42.7
2009,05,Northwest Climate Region,52.2
2009,06,Northwest Climate Region,58.1
2009,07,Northwest Climate Region,67.1
2009,08,Northwest Climate Region,64.8
2009,09,Northwest Climate Region,60.6
2009,10,Northwest Climate Region,43.0
2009,11,Northwest Climate Region,36.4
2009,12,Northwest Climate Region,25.0
2010,01,Northwest Climate Region,33.8
2010,02,Northwest Climate Region,34.9
2010,03,Northwest Climate Region,38.4
2010,04,Northwest Climate Region,42.0
2010,05,Northwest Climate Region,46.3
2010,06,Northwest Climate Region,55.6
2010,07,Northwest Climate Region,64.6
2010,08,Northwest Climate Region,63.3
2010,09,Northwest Climate Region,57.4
2010,10,Northwest Climate Region,48.7
2010,11,Northwest Climate Region,34.1
2010,12,Northwest Climate Region,30.7
2011,01,Northwest Climate Region,30.1
2011,02,Northwest Climate Region,29.4
2011,03,Northwest Climate Region,36.5
2011,04,Northwest Climate Region,38.6
2011,05,Northwest Climate Region,46.8
2011,06,Northwest Climate Region,54.8
2011,07,Northwest Climate Region,62.8
2011,08,Northwest Climate Region,65.8
2011,09,Northwest Climate Region,61.1
2011,10,Northwest Climate Region,47.3
2011,11,Northwest Climate Region,34.3
2011,12,Northwest Climate Region,29.5
2012,01,Northwest Climate Region,30.8
2012,02,Northwest Climate Region,32.4
2012,03,Northwest Climate Region,37.4
2012,04,Northwest Climate Region,45.4
2012,05,Northwest Climate Region,50.2
2012,06,Northwest Climate Region,55.8
2012,07,Northwest Climate Region,66.8
2012,08,Northwest Climate Region,67.2
2012,09,Northwest Climate Region,60.1
2012,10,Northwest Climate Region,46.7
2012,11,Northwest Climate Region,38.6
2012,12,Northwest Climate Region,29.9
2013,01,Northwest Climate Region,26.4
2013,02,Northwest Climate Region,32.6
2013,03,Northwest Climate Region,38.8
2013,04,Northwest Climate Region,43.1
2013,05,Northwest Climate Region,52.3
2013,06,Northwest Climate Region,59.2
2013,07,Northwest Climate Region,68.8
2013,08,Northwest Climate Region,66.8
2013,09,Northwest Climate Region,58.3
2013,10,Northwest Climate Region,44.8
2013,11,Northwest Climate Region,36.8
2013,12,Northwest Climate Region,26.4
2014,01,Northwest Climate Region,33.0
2014,02,Northwest Climate Region,31.4
2014,03,Northwest Climate Region,39.4
2014,04,Northwest Climate Region,44.4
2014,05,Northwest Climate Region,53.0
2014,06,Northwest Climate Region,57.7
2014,07,Northwest Climate Region,69.4
2014,08,Northwest Climate Region,65.8
2014,09,Northwest Climate Region,59.4
2014,10,Northwest Climate Region,51.1
2014,11,Northwest Climate Region,35.3
2014,12,Northwest Climate Region,33.2
2015,01,Northwest Climate Region,34.1
2015,02,Northwest Climate Region,39.2
2015,03,Northwest Climate Region,43.8
2015,04,Northwest Climate Region,44.2
2015,05,Northwest Climate Region,53.6
2015,06,Northwest Climate Region,65.3
2015,07,Northwest Climate Region,67.0
2015,08,Northwest Climate Region,66.5
2015,09,Northwest Climate Region,57.3
2015,10,Northwest Climate Region,52.6
2015,11,Northwest Climate Region,33.8
2015,12,Northwest Climate Region,29.6
2016,01,Northwest Climate Region,30.6
2016,02,Northwest Climate Region,37.1
2016,03,Northwest Climate Region,39.9
2016,04,Northwest Climate Region,49.5
2016,05,Northwest Climate Region,52.9
2016,06,Northwest Climate Region,60.6
2016,07,Northwest Climate Region,64.4
2016,08,Northwest Climate Region,65.8
2016,09,Northwest Climate Region,56.1
2016,10,Northwest Climate Region,47.1
2016,11,Northwest Climate Region,41.6
2016,12,Northwest Climate Region,24.2
2017,01,Northwest Climate Region,23.4
2017,02,Northwest Climate Region,32.0
2017,03,Northwest Climate Region,39.9
2017,04,Northwest Climate Region,42.4
2017,05,Northwest Climate Region,52.3
2017,06,Northwest Climate Region,59.5
2017,07,Northwest Climate Region,68.9
2017,08,Northwest Climate Region,68.4
2017,09,Northwest Climate Region,58.3
2017,10,Northwest Climate Region,45.0
2017,11,Northwest Climate Region,37.4
2017,12,Northwest Climate Region,29.5
2018,01,Northwest Climate Region,34.6
2018,02,Northwest Climate Region,30.6
2018,03,Northwest Climate Region,37.0
2018,04,Northwest Climate Region,44.2
2018,05,Northwest Climate Region,55.5
2018,06,Northwest Climate Region,58.2
2018,07,Northwest Climate Region,68.4
2018,08,Northwest Climate Region,65.9
2018,09,Northwest Climate Region,56.8
2000,01,West Climate Region,41.4
2000,02,West Climate Region,43.5
2000,03,West Climate Region,46.4
2000,04,West Climate Region,55.2
2000,05,West Climate Region,61.7
2000,06,West Climate Region,70.5
2000,07,West Climate Region,73.0
2000,08,West Climate Region,73.8
2000,09,West Climate Region,66.2
2000,10,West Climate Region,54.9
2000,11,West Climate Region,41.0
2000,12,West Climate Region,41.6
2001,01,West Climate Region,37.1
2001,02,West Climate Region,38.6
2001,03,West Climate Region,49.0
2001,04,West Climate Region,49.4
2001,05,West Climate Region,65.8
2001,06,West Climate Region,69.6
2001,07,West Climate Region,73.3
2001,08,West Climate Region,75.2
2001,09,West Climate Region,68.9
2001,10,West Climate Region,60.0
2001,11,West Climate Region,47.4
2001,12,West Climate Region,37.8
2002,01,West Climate Region,37.6
2002,02,West Climate Region,42.9
2002,03,West Climate Region,44.3
2002,04,West Climate Region,53.3
2002,05,West Climate Region,59.1
2002,06,West Climate Region,69.8
2002,07,West Climate Region,77.0
2002,08,West Climate Region,72.7
2002,09,West Climate Region,67.7
2002,10,West Climate Region,55.1
2002,11,West Climate Region,47.3
2002,12,West Climate Region,39.7
2003,01,West Climate Region,46.2
2003,02,West Climate Region,40.9
2003,03,West Climate Region,47.8
2003,04,West Climate Region,47.6
2003,05,West Climate Region,60.0
2003,06,West Climate Region,69.8
2003,07,West Climate Region,78.0
2003,08,West Climate Region,73.9
2003,09,West Climate Region,69.6
2003,10,West Climate Region,62.0
2003,11,West Climate Region,42.3
2003,12,West Climate Region,39.6
2004,01,West Climate Region,38.1
2004,02,West Climate Region,39.3
2004,03,West Climate Region,53.2
2004,04,West Climate Region,54.1
2004,05,West Climate Region,60.5
2004,06,West Climate Region,69.0
2004,07,West Climate Region,75.1
2004,08,West Climate Region,72.9
2004,09,West Climate Region,66.2
2004,10,West Climate Region,54.6
2004,11,West Climate Region,43.6
2004,12,West Climate Region,40.0
2005,01,West Climate Region,39.3
2005,02,West Climate Region,42.3
2005,03,West Climate Region,47.2
2005,04,West Climate Region,50.0
2005,05,West Climate Region,59.7
2005,06,West Climate Region,64.3
2005,07,West Climate Region,77.4
2005,08,West Climate Region,74.0
2005,09,West Climate Region,64.1
2005,10,West Climate Region,56.5
2005,11,West Climate Region,48.2
2005,12,West Climate Region,41.0
2006,01,West Climate Region,40.3
2006,02,West Climate Region,42.5
2006,03,West Climate Region,40.7
2006,04,West Climate Region,50.8
2006,05,West Climate Region,62.3
2006,06,West Climate Region,71.4
2006,07,West Climate Region,78.0
2006,08,West Climate Region,72.3
2006,09,West Climate Region,66.2
2006,10,West Climate Region,55.0
2006,11,West Climate Region,46.7
2006,12,West Climate Region,38.7
2007,01,West Climate Region,35.7
2007,02,West Climate Region,42.6
2007,03,West Climate Region,50.9
2007,04,West Climate Region,53.4
2007,05,West Climate Region,61.9
2007,06,West Climate Region,69.3
2007,07,West Climate Region,76.9
2007,08,West Climate Region,74.8
2007,09,West Climate Region,65.0
2007,10,West Climate Region,55.0
2007,11,West Climate Region,48.8
2007,12,West Climate Region,36.3
2008,01,West Climate Region,35.6
2008,02,West Climate Region,41.2
2008,03,West Climate Region,46.2
2008,04,West Climate Region,50.6
2008,05,West Climate Region,58.6
2008,06,West Climate Region,68.8
2008,07,West Climate Region,75.6
2008,08,West Climate Region,75.2
2008,09,West Climate Region,68.5
2008,10,West Climate Region,57.8
2008,11,West Climate Region,50.0
2008,12,West Climate Region,37.1
2009,01,West Climate Region,41.7
2009,02,West Climate Region,41.2
2009,03,West Climate Region,45.4
2009,04,West Climate Region,50.9
2009,05,West Climate Region,64.2
2009,06,West Climate Region,65.4
2009,07,West Climate Region,76.1
2009,08,West Climate Region,73.0
2009,09,West Climate Region,70.4
2009,10,West Climate Region,53.9
2009,11,West Climate Region,46.7
2009,12,West Climate Region,35.3
2010,01,West Climate Region,40.1
2010,02,West Climate Region,42.3
2010,03,West Climate Region,45.3
2010,04,West Climate Region,48.1
2010,05,West Climate Region,53.7
2010,06,West Climate Region,67.4
2010,07,West Climate Region,75.3
2010,08,West Climate Region,72.0
2010,09,West Climate Region,67.8
2010,10,West Climate Region,57.4
2010,11,West Climate Region,44.0
2010,12,West Climate Region,41.6
2011,01,West Climate Region,40.1
2011,02,West Climate Region,39.1
2011,03,West Climate Region,45.4
2011,04,West Climate Region,49.7
2011,05,West Climate Region,54.8
2011,06,West Climate Region,65.0
2011,07,West Climate Region,73.3
2011,08,West Climate Region,74.0
2011,09,West Climate Region,69.5
2011,10,West Climate Region,57.7
2011,11,West Climate Region,43.8
2011,12,West Climate Region,37.9
2012,01,West Climate Region,41.8
2012,02,West Climate Region,41.6
2012,03,West Climate Region,46.2
2012,04,West Climate Region,53.4
2012,05,West Climate Region,61.5
2012,06,West Climate Region,68.0
2012,07,West Climate Region,74.3
2012,08,West Climate Region,76.3
2012,09,West Climate Region,70.2
2012,10,West Climate Region,58.6
2012,11,West Climate Region,48.8
2012,12,West Climate Region,38.2
2013,01,West Climate Region,35.5
2013,02,West Climate Region,40.4
2013,03,West Climate Region,50.0
2013,04,West Climate Region,54.2
2013,05,West Climate Region,60.8
2013,06,West Climate Region,70.8
2013,07,West Climate Region,77.3
2013,08,West Climate Region,73.3
2013,09,West Climate Region,66.5
2013,10,West Climate Region,54.2
2013,11,West Climate Region,47.7
2013,12,West Climate Region,37.6
2014,01,West Climate Region,44.8
2014,02,West Climate Region,45.4
2014,03,West Climate Region,49.3
2014,04,West Climate Region,54.1
2014,05,West Climate Region,61.6
2014,06,West Climate Region,69.8
2014,07,West Climate Region,77.4
2014,08,West Climate Region,72.7
2014,09,West Climate Region,69.5
2014,10,West Climate Region,60.7
2014,11,West Climate Region,48.3
2014,12,West Climate Region,42.2
2015,01,West Climate Region,44.2
2015,02,West Climate Region,48.9
2015,03,West Climate Region,53.1
2015,04,West Climate Region,53.0
2015,05,West Climate Region,58.6
2015,06,West Climate Region,73.0
2015,07,West Climate Region,73.3
2015,08,West Climate Region,74.9
2015,09,West Climate Region,69.6
2015,10,West Climate Region,61.4
2015,11,West Climate Region,42.8
2015,12,West Climate Region,37.5
2016,01,West Climate Region,39.0
2016,02,West Climate Region,46.1
2016,03,West Climate Region,49.1
2016,04,West Climate Region,54.7
2016,05,West Climate Region,59.3
2016,06,West Climate Region,71.9
2016,07,West Climate Region,75.5
2016,08,West Climate Region,74.5
2016,09,West Climate Region,66.5
2016,10,West Climate Region,57.5
2016,11,West Climate Region,48.8
2016,12,West Climate Region,38.1
2017,01,West Climate Region,36.7
2017,02,West Climate Region,43.5
2017,03,West Climate Region,50.2
2017,04,West Climate Region,52.1
2017,05,West Climate Region,60.8
2017,06,West Climate Region,71.1
2017,07,West Climate Region,77.7
2017,08,West Climate Region,76.1
2017,09,West Climate Region,66.4
2017,10,West Climate Region,57.2
2017,11,West Climate Region,49.7
2017,12,West Climate Region,42.3
2018,01,West Climate Region,44.6
2018,02,West Climate Region,41.3
2018,03,West Climate Region,45.1
2018,04,West Climate Region,54.2
2018,05,West Climate Region,60.8
2018,06,West Climate Region,69.9
2018,07,West Climate Region,78.6
2018,08,West Climate Region,75.1
2018,09,West Climate Region,68.7
